date,Peak Demand (MW)
2018-12-17,33703
2018-12-18,32811
2018-12-19,32055
2018-12-20,32513
2018-12-21,33756
2018-12-22,31288
2018-12-23,29539
2018-12-24,30789
2018-12-25,28141
2018-12-26,29953
2018-12-27,30698
2018-12-28,34564
2018-12-29,34727
2018-12-30,33733
2018-12-31,31840
2019-01-01,33046
2019-01-02,35136
2019-01-03,35569
2019-01-04,33850
2019-01-05,30774
2019-01-06,28627
2019-01-07,29170
2019-01-08,31295
2019-01-09,34050
2019-01-10,35196
2019-01-11,32854
2019-01-12,33056
2019-01-13,32676
2019-01-14,34560
2019-01-15,34915
2019-01-16,33462
2019-01-17,33226
2019-01-18,33564
2019-01-19,35620
2019-01-20,36103
2019-01-21,36437
2019-01-22,34968
2019-01-23,37157
2019-01-24,37386
2019-01-25,38802
2019-01-26,34057
2019-01-27,31552
2019-01-28,34370
2019-01-29,38655
2019-01-30,40215
2019-01-31,39198
2019-02-01,34152
2019-02-02,29912
2019-02-03,28085
2019-02-04,30966
2019-02-05,33475
2019-02-06,33989
2019-02-07,36575
2019-02-08,40162
2019-02-09,36692
2019-02-10,34320
2019-02-11,33387
2019-02-12,34412
2019-02-13,35599
2019-02-14,31885
2019-02-15,34733
2019-02-16,34921
2019-02-17,33520
2019-02-18,36666
2019-02-19,36790
2019-02-20,36435
2019-02-21,35183
2019-02-22,33660
2019-02-23,31881
2019-02-24,31361
2019-02-25,36012
2019-02-26,34884
2019-02-27,34789
2019-02-28,36432
2019-03-01,35369
2019-03-02,33140
2019-03-03,35545
2019-03-04,40915
2019-03-05,40175
2019-03-06,38645
2019-03-07,34224
2019-03-08,32125
2019-03-09,30404
2019-03-10,29190
2019-03-11,32052
2019-03-12,30332
2019-03-13,29577
2019-03-14,30410
2019-03-15,32353
2019-03-16,30248
2019-03-17,28313
2019-03-18,30896
2019-03-19,30285
2019-03-20,29584
2019-03-21,30482
2019-03-22,29868
2019-03-23,26740
2019-03-24,26237
2019-03-25,28614
2019-03-26,29449
2019-03-27,29046
2019-03-28,28199
2019-03-29,28861
2019-03-30,29231
2019-03-31,29929
2019-04-01,32445
2019-04-02,31328
2019-04-03,29469
2019-04-04,28451
2019-04-05,27987
2019-04-06,27357
2019-04-07,26436
2019-04-08,29607
2019-04-09,31084
2019-04-10,31758
2019-04-11,31199
2019-04-12,29788
2019-04-13,27653
2019-04-14,27516
2019-04-15,28721
2019-04-16,29358
2019-04-17,29645
2019-04-18,29584
2019-04-19,27601
2019-04-20,26921
2019-04-21,28142
