date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-11-03,27982,27859,26992,25679,23908,22306,21252,20490,19947,19748,19902,20722,22647,23884,24254,25003,25369,25538,25841,25985,26157,26147,26168,26580
2015-11-04,27652,27600,26860,25569,24131,22293,21047,20297,19774,19509,19696,20823,22355,23455,23863,24448,23625,26717,26152,26525,26860,26876,26770,27196
2015-11-05,28019,28017,27024,25683,24239,22307,21553,20623,20056,19761,20005,21051,22908,24101,24392,24863,25556,26095,26683,27000,27289,27406,27481,27602
2015-11-06,28302,28299,27146,26278,24634,22959,21920,21216,20649,20343,20503,21465,23236,24473,25088,25945,26947,27798,28558,28929,28814,28721,28257,28016
2015-11-07,28542,27857,27071,26152,24743,23174,21943,21281,20691,20144,19944,20145,20497,20742,21719,23059,24251,24996,25211,25289,25148,24801,24691,25134
2015-11-08,25797,25295,24411,23227,22232,20923,20232,19312,18694,18290,18252,18373,18851,19135,20159,21215,21853,21995,22212,22390,22381,22471,22832,23902
2015-11-09,25038,25007,24613,23600,22433,21078,20267,19848,19583,19495,19896,21161,23186,24548,24733,25066,25310,25361,25336,25234,24974,24766,24954,25435
2015-11-10,27146,26786,26461,24946,23335,22221,21144,20386,19889,19778,20113,21151,23188,24233,24268,24307,24405,24290,24133,23820,23941,23599,23705,24305
2015-11-11,25675,25898,25524,24384,23071,22204,20911,20621,20225,20254,20568,21540,23258,24139,24546,24436,24627,24386,24263,24284,24349,24397,24412,24648
2015-11-12,26082,25989,25483,24422,22910,21585,20581,19851,19435,19356,19587,20781,22713,23759,24019,24309,24650,24731,24658,24754,24795,24652,24443,24743
2015-11-13,26104,26076,25543,24499,23206,22002,20742,20203,19643,19494,19806,21189,23447,24776,24856,24808,24665,24287,23994,23735,23561,23324,23262,23889
2015-11-14,25404,25174,25012,24574,23873,23576,22236,22044,21848,21966,22195,22744,23332,24478,25248,25149,24584,23762,22844,22213,21704,21464,21420,22452
2015-11-15,24172,24503,24532,24356,23675,23102,22756,21821,21682,21860,22179,22766,23266,24220,24958,24910,24044,23021,22515,22474,22205,22015,21770,23210
2015-11-16,24951,24885,24665,23780,21745,21692,21757,20366,20241,20421,20867,21898,24391,25796,25722,25860,25202,24697,24209,24176,24084,23842,23827,24562
2015-11-17,26205,26401,25831,24694,23390,22025,21067,20458,19969,19879,20112,20726,22637,23769,23933,24064,24096,24220,24481,24677,24767,24351,24535,24409
2015-11-18,25987,25380,25280,24344,22752,21627,20570,20364,19881,20139,20399,20874,22388,24017,24283,24712,25000,25323,25366,25427,25335,25133,26307,26999
2015-11-19,26537,26357,26046,24904,23253,21942,20952,20656,20122,20000,20254,21202,22895,24030,24086,24366,24505,24552,24549,24590,24546,24402,24285,24649
