date,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23
2015-10-22,30781,30960,30115,28654,26689,24708,23472,22630,22138,21855,22009,23080,25302,26968,27074,27547,28125,28611,29015,29366,29478,29355,29270,28965
2015-10-23,29261,29688,29119,27972,26207,24471,23384,22591,22141,21936,22141,23124,25101,26819,27070,27484,28045,28288,28396,28595,28694,28671,28734,28456
2015-10-24,28150,28278,27595,26777,25549,23941,22721,21856,21329,21014,20992,21349,22072,23046,23563,24326,24776,24774,24593,24403,24135,24032,23996,24087
2015-10-25,24532,25237,24904,24286,23317,22215,21341,20759,20460,20305,20337,20653,21326,22189,22789,23360,23571,23680,23736,23722,23639,23801,24071,24441
2015-10-26,25099,26161,25758,24823,23449,22168,21296,20932,20730,20806,21219,22498,25003,26905,26858,27006,27182,27174,27078,27099,26928,26746,26788,26743
2015-10-27,27386,28029,27520,26510,24914,23348,22306,21763,21432,21291,21631,22832,25223,26869,26789,26959,27174,27247,27195,27333,27276,27158,27342,27357
2015-10-28,27704,28246,27672,26551,24958,23409,22470,21862,21509,21438,21857,22951,25371,27094,27016,27043,27197,27333,27306,27393,27261,27199,27261,27102
2015-10-29,27617,28219,27786,26831,25369,23802,22810,22245,21962,21888,22301,23450,25940,27771,27677,27681,27610,27399,27204,27227,27066,26896,26816,26636
2015-10-30,27143,28023,27776,26916,25442,24003,23150,22686,22443,22444,22841,23980,26244,27854,27878,27908,27907,27803,27580,27449,27101,26942,26998,27087
2015-10-31,27460,27395,26827,26067,24963,23762,22747,22141,21776,21581,21614,21978,22554,23576,24251,25030,25415,25491,25214,24922,24607,24431,24380,24284
2015-11-01,24438,24707,24588,24210,23532,22692,21937,21508,21231,21080,20917,21097,21539,22229,22865,23596,23912,23884,23916,24007,24149,24220,24419,24794
2015-11-02,25824,26656,26214,25440,24410,23198,21992,21215,20897,20728,20809,21349,22637,25064,26156,26314,26664,26945,27114,27234,27453,27528,27470,27453
2015-11-03,27879,28658,28150,27297,26121,24450,22894,21996,21519,21263,21240,21631,22925,25247,26386,26653,26826,27003,27048,27109,27358,27513,27476,27402
2015-11-04,27940,28744,28194,27476,26265,24668,23177,22205,21652,21370,21392,21739,22936,25299,26362,26690,27038,27291,27532,27648,27893,27846,27643,27715
2015-11-05,28400,28977,28398,27694,26506,24859,23330,22360,21801,21517,21400,21720,22907,25279,26442,26892,27391,27831,27919,28108,28306,28281,28088,28025
